commit_sha,repository,author,commit_date,message,lines_added,lines_deleted,files_changed,is_merge_commit,sprint_number
abc000885,phoenix-web-frontend,ana.lopez,2024-03-05 19:00:00,chore: update dependencies,68,22,5,False,5
abc000886,phoenix-mobile-api,james.taylor,2024-03-05 10:29:00,refactor: improve data validation,264,85,4,True,5
abc000887,phoenix-customer-platform,mark.smith,2024-03-05 17:58:00,fix: resolve billing calculation issue,263,5,1,True,5
abc000888,phoenix-shared-components,mark.smith,2024-03-05 08:57:00,fix: resolve billing calculation issue,143,21,5,False,5
abc000889,phoenix-web-frontend,ana.lopez,2024-03-05 14:41:00,refactor: improve data validation,134,35,4,True,5
abc000890,phoenix-customer-platform,ana.lopez,2024-03-05 10:35:00,refactor: improve data validation,47,13,6,False,5
abc000891,phoenix-shared-components,mark.smith,2024-03-05 10:45:00,feat: add customer dashboard feature,156,26,5,False,5
abc000892,phoenix-billing-service,mark.smith,2024-03-05 20:04:00,refactor: improve data validation,225,15,4,False,5
abc000893,phoenix-auth-service,mark.smith,2024-03-05 11:20:00,feat: add customer dashboard feature,191,63,4,False,5
abc000894,phoenix-mobile-api,james.taylor,2024-03-05 14:22:00,chore: update dependencies,242,41,4,True,5
abc000895,phoenix-shared-components,david.kumar,2024-03-05 20:59:00,refactor: improve data validation,131,9,2,False,5
abc000896,phoenix-billing-service,mark.smith,2024-03-05 14:47:00,feat: implement authentication flow,170,0,5,False,5
abc000897,phoenix-customer-platform,mark.smith,2024-03-05 10:20:00,chore: update dependencies,122,37,6,False,5
abc000898,phoenix-web-frontend,mark.smith,2024-03-05 19:12:00,chore: update dependencies,73,13,1,False,5
abc000899,phoenix-billing-service,tom.garcia,2024-03-05 12:09:00,fix: urgent production hotfix,64,15,1,False,5
abc000900,phoenix-mobile-api,mark.smith,2024-03-05 11:50:00,fix: resolve billing calculation issue,140,7,1,False,5
abc000901,phoenix-shared-components,david.kumar,2024-03-05 11:23:00,fix: resolve billing calculation issue,224,19,2,False,5
abc000902,phoenix-web-frontend,mark.smith,2024-03-05 13:02:00,fix: resolve billing calculation issue,173,35,3,True,5
abc000903,phoenix-mobile-api,james.taylor,2024-03-05 20:27:00,feat: implement authentication flow,119,34,4,False,5
abc000904,phoenix-web-frontend,tom.garcia,2024-03-05 11:42:00,feat: add customer dashboard feature,192,3,1,False,5
abc000905,phoenix-web-frontend,mark.smith,2024-03-05 15:32:00,chore: update dependencies,142,24,5,False,5
abc000906,phoenix-mobile-api,mark.smith,2024-03-06 16:14:00,feat: add customer dashboard feature,111,19,2,False,5
abc000907,phoenix-customer-platform,tom.garcia,2024-03-06 16:10:00,refactor: improve data validation,89,18,2,False,5
abc000908,phoenix-billing-service,mark.smith,2024-03-06 18:27:00,chore: update dependencies,252,48,5,False,5
abc000909,phoenix-shared-components,david.kumar,2024-03-06 10:13:00,fix: resolve billing calculation issue,158,31,2,False,5
abc000910,phoenix-shared-components,ana.lopez,2024-03-06 12:45:00,fix: urgent production hotfix,273,91,2,False,5
abc000911,phoenix-shared-components,ana.lopez,2024-03-06 08:46:00,feat: add customer dashboard feature,80,7,3,False,5
abc000912,phoenix-auth-service,mark.smith,2024-03-06 14:26:00,refactor: improve data validation,71,19,6,False,5
abc000913,phoenix-mobile-api,mark.smith,2024-03-06 09:34:00,chore: update dependencies,236,21,5,False,5
abc000914,phoenix-web-frontend,james.taylor,2024-03-06 14:48:00,fix: urgent production hotfix,288,21,3,False,5
abc000915,phoenix-shared-components,mark.smith,2024-03-06 17:57:00,feat: add customer dashboard feature,172,39,3,True,5
abc000916,phoenix-shared-components,ana.lopez,2024-03-06 14:39:00,refactor: improve data validation,62,8,1,False,5
abc000917,phoenix-billing-service,david.kumar,2024-03-06 16:14:00,fix: urgent production hotfix,115,1,1,False,5
abc000918,phoenix-auth-service,mark.smith,2024-03-06 19:12:00,fix: resolve billing calculation issue,202,26,4,False,5
abc000919,phoenix-auth-service,mark.smith,2024-03-06 17:50:00,feat: implement authentication flow,271,86,2,False,5
abc000920,phoenix-mobile-api,mark.smith,2024-03-06 20:01:00,refactor: improve data validation,75,5,1,True,5
abc000921,phoenix-auth-service,tom.garcia,2024-03-06 10:15:00,fix: resolve billing calculation issue,73,7,4,False,5
abc000922,phoenix-mobile-api,tom.garcia,2024-03-06 18:13:00,fix: resolve billing calculation issue,96,5,2,False,5
abc000923,phoenix-billing-service,mark.smith,2024-03-06 10:15:00,feat: implement authentication flow,189,14,2,False,5
abc000924,phoenix-web-frontend,david.kumar,2024-03-06 17:01:00,chore: update dependencies,135,40,3,False,5
abc000925,phoenix-auth-service,mark.smith,2024-03-06 17:44:00,feat: add customer dashboard feature,116,37,6,False,5
abc000926,phoenix-billing-service,ana.lopez,2024-03-06 19:05:00,fix: resolve billing calculation issue,222,37,3,False,5
abc000927,phoenix-customer-platform,james.taylor,2024-03-06 12:13:00,feat: implement authentication flow,143,20,3,False,5
abc000928,phoenix-auth-service,mark.smith,2024-03-07 12:27:00,feat: add customer dashboard feature,224,70,4,True,5
abc000929,phoenix-customer-platform,david.kumar,2024-03-07 15:09:00,feat: implement authentication flow,148,2,5,False,5
abc000930,phoenix-shared-components,james.taylor,2024-03-07 19:46:00,feat: add customer dashboard feature,101,7,2,False,5
abc000931,phoenix-customer-platform,mark.smith,2024-03-07 10:07:00,fix: urgent production hotfix,8,2,2,False,5
abc000932,phoenix-shared-components,david.kumar,2024-03-07 19:04:00,chore: update dependencies,119,24,2,False,5
abc000933,phoenix-billing-service,mark.smith,2024-03-07 18:55:00,feat: implement authentication flow,56,3,4,False,5
abc000934,phoenix-shared-components,mark.smith,2024-03-07 13:46:00,fix: resolve billing calculation issue,290,21,4,False,5
abc000935,phoenix-mobile-api,mark.smith,2024-03-07 08:06:00,feat: implement authentication flow,177,7,4,False,5
abc000936,phoenix-billing-service,james.taylor,2024-03-07 15:50:00,fix: urgent production hotfix,225,0,2,False,5
abc000937,phoenix-web-frontend,tom.garcia,2024-03-07 13:12:00,fix: resolve billing calculation issue,113,1,2,False,5
abc000938,phoenix-customer-platform,mark.smith,2024-03-07 17:36:00,fix: resolve billing calculation issue,233,2,3,False,5
abc000939,phoenix-auth-service,mark.smith,2024-03-07 08:23:00,feat: implement authentication flow,178,42,3,True,5
abc000940,phoenix-mobile-api,mark.smith,2024-03-07 13:50:00,refactor: improve data validation,180,10,5,False,5
abc000941,phoenix-customer-platform,mark.smith,2024-03-07 15:28:00,chore: update dependencies,212,57,5,False,5
abc000942,phoenix-web-frontend,david.kumar,2024-03-07 19:00:00,chore: update dependencies,111,17,6,False,5
abc000943,phoenix-shared-components,david.kumar,2024-03-07 08:21:00,feat: implement authentication flow,137,5,4,False,5
abc000944,phoenix-shared-components,mark.smith,2024-03-07 15:10:00,fix: resolve billing calculation issue,153,35,2,False,5
abc000945,phoenix-customer-platform,david.kumar,2024-03-07 09:54:00,feat: implement authentication flow,38,1,2,True,5
abc000946,phoenix-web-frontend,mark.smith,2024-03-07 11:16:00,fix: urgent production hotfix,190,3,1,False,5
abc000947,phoenix-auth-service,mark.smith,2024-03-07 17:02:00,chore: update dependencies,95,20,1,True,5
abc000948,phoenix-auth-service,tom.garcia,2024-03-07 15:40:00,feat: add customer dashboard feature,251,11,4,True,5
abc000949,phoenix-mobile-api,ana.lopez,2024-03-07 14:17:00,fix: urgent production hotfix,215,51,2,False,5
abc000950,phoenix-shared-components,tom.garcia,2024-03-08 09:10:00,feat: add customer dashboard feature,89,19,1,False,5
abc000951,phoenix-mobile-api,david.kumar,2024-03-08 12:34:00,feat: implement authentication flow,248,73,1,False,5
abc000952,phoenix-web-frontend,tom.garcia,2024-03-08 09:48:00,chore: update dependencies,200,51,4,False,5
abc000953,phoenix-web-frontend,david.kumar,2024-03-08 09:37:00,feat: add customer dashboard feature,163,1,1,False,5
abc000954,phoenix-customer-platform,ana.lopez,2024-03-08 17:09:00,feat: implement authentication flow,158,30,4,False,5
abc000955,phoenix-customer-platform,david.kumar,2024-03-08 08:08:00,feat: add customer dashboard feature,147,22,2,False,5
abc000956,phoenix-billing-service,mark.smith,2024-03-08 16:55:00,refactor: improve data validation,227,24,6,True,5
abc000957,phoenix-customer-platform,mark.smith,2024-03-08 17:58:00,fix: urgent production hotfix,136,36,5,False,5
abc000958,phoenix-billing-service,ana.lopez,2024-03-08 11:23:00,fix: urgent production hotfix,119,38,2,False,5
abc000959,phoenix-customer-platform,mark.smith,2024-03-08 19:21:00,feat: implement authentication flow,156,52,5,False,5
abc000960,phoenix-web-frontend,david.kumar,2024-03-08 16:25:00,refactor: improve data validation,185,34,3,False,5
abc000961,phoenix-customer-platform,mark.smith,2024-03-08 18:29:00,feat: add customer dashboard feature,182,48,4,False,5
abc000962,phoenix-shared-components,james.taylor,2024-03-08 13:08:00,fix: urgent production hotfix,109,26,6,False,5
abc000963,phoenix-billing-service,ana.lopez,2024-03-08 10:50:00,fix: resolve billing calculation issue,118,19,1,False,5
abc000964,phoenix-web-frontend,mark.smith,2024-03-08 18:10:00,fix: resolve billing calculation issue,96,15,3,False,5
abc000965,phoenix-web-frontend,david.kumar,2024-03-08 09:16:00,feat: add customer dashboard feature,83,6,3,False,5
abc000966,phoenix-billing-service,ana.lopez,2024-03-08 13:11:00,fix: urgent production hotfix,119,35,4,False,5
abc000967,phoenix-customer-platform,mark.smith,2024-03-08 11:12:00,refactor: improve data validation,58,11,3,False,5
abc000968,phoenix-customer-platform,tom.garcia,2024-03-08 09:47:00,fix: resolve billing calculation issue,97,5,1,True,5
abc000969,phoenix-customer-platform,tom.garcia,2024-03-08 13:16:00,chore: update dependencies,170,41,3,False,5
abc000970,phoenix-shared-components,tom.garcia,2024-03-08 09:40:00,refactor: improve data validation,185,24,2,False,5
abc000971,phoenix-web-frontend,mark.smith,2024-03-08 13:04:00,refactor: improve data validation,48,15,6,False,5
abc000972,phoenix-billing-service,mark.smith,2024-03-09 18:24:00,refactor: improve data validation,203,56,6,False,5
abc000973,phoenix-web-frontend,james.taylor,2024-03-09 11:41:00,refactor: improve data validation,280,82,5,False,5
abc000974,phoenix-auth-service,mark.smith,2024-03-10 11:54:00,refactor: improve data validation,173,23,6,True,5
abc000975,phoenix-shared-components,ana.lopez,2024-03-10 16:14:00,fix: resolve billing calculation issue,175,3,3,False,5
abc000976,phoenix-auth-service,mark.smith,2024-03-11 16:10:00,feat: add customer dashboard feature,65,16,1,True,5
abc000977,phoenix-shared-components,david.kumar,2024-03-11 14:19:00,feat: add customer dashboard feature,212,49,2,False,5
abc000978,phoenix-web-frontend,mark.smith,2024-03-11 19:03:00,feat: implement authentication flow,173,27,4,False,5
abc000979,phoenix-mobile-api,mark.smith,2024-03-11 17:24:00,feat: add customer dashboard feature,71,13,2,False,5
abc000980,phoenix-auth-service,mark.smith,2024-03-11 12:38:00,fix: urgent production hotfix,167,31,5,False,5
abc000981,phoenix-auth-service,mark.smith,2024-03-11 18:02:00,refactor: improve data validation,72,14,1,False,5
abc000982,phoenix-auth-service,mark.smith,2024-03-11 08:06:00,fix: resolve billing calculation issue,97,12,1,False,5
abc000983,phoenix-web-frontend,mark.smith,2024-03-11 08:58:00,fix: resolve billing calculation issue,43,8,5,False,5
abc000984,phoenix-billing-service,david.kumar,2024-03-11 20:55:00,feat: implement authentication flow,54,17,4,False,5
abc000985,phoenix-customer-platform,james.taylor,2024-03-11 12:47:00,feat: implement authentication flow,100,29,5,False,5
abc000986,phoenix-customer-platform,ana.lopez,2024-03-11 14:39:00,fix: resolve billing calculation issue,274,4,1,False,5
abc000987,phoenix-customer-platform,mark.smith,2024-03-11 12:05:00,chore: update dependencies,94,0,6,False,5
abc000988,phoenix-web-frontend,mark.smith,2024-03-11 15:10:00,feat: implement authentication flow,286,91,3,False,5
abc000989,phoenix-customer-platform,tom.garcia,2024-03-11 10:33:00,feat: add customer dashboard feature,144,30,6,False,5
abc000990,phoenix-mobile-api,mark.smith,2024-03-11 20:57:00,fix: resolve billing calculation issue,158,1,3,False,5
abc000991,phoenix-billing-service,mark.smith,2024-03-11 15:36:00,chore: update dependencies,276,56,4,True,5
abc000992,phoenix-billing-service,mark.smith,2024-03-11 12:46:00,fix: urgent production hotfix,189,34,6,False,5
abc000993,phoenix-billing-service,mark.smith,2024-03-11 09:20:00,fix: urgent production hotfix,206,7,2,False,5
abc000994,phoenix-mobile-api,david.kumar,2024-03-11 20:27:00,feat: add customer dashboard feature,195,52,5,False,5
abc000995,phoenix-customer-platform,james.taylor,2024-03-11 14:27:00,refactor: improve data validation,142,43,4,False,5
abc000996,phoenix-billing-service,tom.garcia,2024-03-11 14:01:00,feat: implement authentication flow,150,3,1,False,5
abc000997,phoenix-customer-platform,mark.smith,2024-03-11 10:24:00,feat: add customer dashboard feature,100,18,1,False,5
abc000998,phoenix-mobile-api,mark.smith,2024-03-11 12:22:00,feat: add customer dashboard feature,199,29,3,False,6
abc000999,phoenix-billing-service,mark.smith,2024-03-11 11:21:00,chore: update dependencies,195,58,6,False,6
abc001000,phoenix-customer-platform,ana.lopez,2024-03-11 13:02:00,chore: update dependencies,241,28,4,False,6
abc001001,phoenix-auth-service,tom.garcia,2024-03-11 12:35:00,fix: resolve billing calculation issue,104,10,3,False,6
abc001002,phoenix-mobile-api,ana.lopez,2024-03-11 19:35:00,feat: add customer dashboard feature,272,6,1,False,6
abc001003,phoenix-shared-components,david.kumar,2024-03-11 20:20:00,fix: resolve billing calculation issue,235,35,5,False,6
abc001004,phoenix-customer-platform,david.kumar,2024-03-11 14:20:00,feat: add customer dashboard feature,196,6,2,True,6
abc001005,phoenix-web-frontend,mark.smith,2024-03-11 11:42:00,feat: implement authentication flow,79,1,5,False,6
abc001006,phoenix-billing-service,mark.smith,2024-03-11 09:21:00,chore: update dependencies,91,18,6,False,6
abc001007,phoenix-shared-components,james.taylor,2024-03-11 13:14:00,fix: resolve billing calculation issue,104,30,4,False,6
abc001008,phoenix-billing-service,ana.lopez,2024-03-11 13:10:00,feat: add customer dashboard feature,77,13,6,False,6
abc001009,phoenix-web-frontend,mark.smith,2024-03-11 12:03:00,fix: resolve billing calculation issue,41,3,3,False,6
abc001010,phoenix-web-frontend,mark.smith,2024-03-11 09:04:00,fix: resolve billing calculation issue,228,57,2,False,6
abc001011,phoenix-billing-service,james.taylor,2024-03-11 18:24:00,feat: add customer dashboard feature,179,32,1,False,6
abc001012,phoenix-web-frontend,mark.smith,2024-03-11 19:39:00,feat: implement authentication flow,176,15,2,False,6
abc001013,phoenix-customer-platform,mark.smith,2024-03-11 19:51:00,refactor: improve data validation,290,36,1,False,6
abc001014,phoenix-shared-components,mark.smith,2024-03-11 12:15:00,fix: resolve billing calculation issue,121,1,6,False,6
abc001015,phoenix-auth-service,mark.smith,2024-03-12 11:05:00,feat: add customer dashboard feature,248,20,6,False,6
abc001016,phoenix-shared-components,mark.smith,2024-03-12 08:37:00,feat: add customer dashboard feature,201,52,4,False,6
abc001017,phoenix-web-frontend,mark.smith,2024-03-12 20:29:00,chore: update dependencies,171,19,3,False,6
abc001018,phoenix-mobile-api,david.kumar,2024-03-12 13:39:00,feat: implement authentication flow,237,78,3,False,6
abc001019,phoenix-auth-service,mark.smith,2024-03-12 19:16:00,fix: resolve billing calculation issue,51,12,5,False,6
abc001020,phoenix-mobile-api,mark.smith,2024-03-12 13:23:00,feat: add customer dashboard feature,119,8,2,False,6
abc001021,phoenix-shared-components,mark.smith,2024-03-12 11:41:00,feat: add customer dashboard feature,123,4,3,False,6
abc001022,phoenix-auth-service,mark.smith,2024-03-12 16:20:00,fix: resolve billing calculation issue,96,24,3,True,6
abc001023,phoenix-customer-platform,mark.smith,2024-03-12 10:51:00,feat: add customer dashboard feature,187,6,3,False,6
abc001024,phoenix-web-frontend,tom.garcia,2024-03-12 09:47:00,fix: resolve billing calculation issue,224,13,4,False,6
abc001025,phoenix-shared-components,tom.garcia,2024-03-12 16:15:00,fix: urgent production hotfix,123,29,2,True,6
abc001026,phoenix-web-frontend,mark.smith,2024-03-12 17:18:00,fix: resolve billing calculation issue,210,44,2,False,6
abc001027,phoenix-billing-service,tom.garcia,2024-03-12 10:14:00,chore: update dependencies,248,59,1,False,6
abc001028,phoenix-auth-service,james.taylor,2024-03-12 16:11:00,fix: urgent production hotfix,262,85,6,False,6
